upedonid,MO,MOGr,LU,MOGrLU,rcasiteid,upedon,Sample_count,SOCstock5,SOCstock30,SOCstock100,total_thickness,SOC_count,Lab_count,Depth_to_R,Non-R_SampleCount,SOC_thickness,USE,RaCA_Id,Gen_lat,Gen_long
C0706W03-1,7,706,W,0706W,C0706W03,C0706W031,7,79.783358004125,249.60364889370098,313.053772914464,150,6,7,,7,102,100.0,C0706W03,48.24,-96.04
C0706W05-1,7,706,W,0706W,C0706W05,C0706W051,6,26.325561971423603,765.6567686600059,2933.13375201154,150,6,6,,6,150,100.0,C0706W05,48.39,-95.52
C0706W06-1,7,706,W,0706W,C0706W06,C0706W061,5,39.602167956296796,558.129653322194,3075.1566789705394,100,5,5,,5,100,100.0,C0706W06,48.95,-96.2
C0706W09-1,7,706,W,0706W,C0706W09,C0706W091,5,38.0881920113268,878.6337690412201,2543.86978675538,97,5,5,,5,97,100.0,C0706W09,48.81,-96.39
C0706W11-1,7,706,W,0706W,C0706W11,C0706W111,5,169.405083925968,1016.43050355581,2016.0127593257198,150,5,5,,5,150,100.0,C0706W11,48.96,-96.32
C0706W12-1,7,706,W,0706W,C0706W12,C0706W121,4,152.64643578104202,915.878614686251,2111.77864097863,85,4,4,,4,85,100.0,C0706W12,48.25,-95.49
C0707C02-1,7,707,C,0707C,C0707C02,C0707C021,6,17.597919485844397,84.9033412727353,135.338195435938,100,6,6,,6,100,100.0,C0707C02,48.79,-95.62
C0707C03-1,7,707,C,0707C,C0707C03,C0707C031,5,12.817611320992,62.7207280091055,87.8095140856872,200,4,5,,5,136,100.0,C0707C03,42.52,-98.41
C0707C04-1,7,707,C,0707C,C0707C04,C0707C041,6,13.257541163225,56.2270565767366,91.34752338440859,203,5,6,,6,107,100.0,C0707C04,44.7,-98.5
C0707C05-1,7,707,C,0707C,C0707C05,C0707C051,7,11.9658777515537,59.969053626683504,85.2345201910274,200,5,7,,7,115,100.0,C0707C05,48.97,-97.82
C0707C06-1,7,707,C,0707C,C0707C06,C0707C061,9,20.2797545748832,100.85878660009399,165.955723725364,200,6,9,,9,102,100.0,C0707C06,46.27,-96.43
C0707C07-1,7,707,C,0707C,C0707C07,C0707C071,8,15.0339773022262,51.6790514538124,71.92284758991991,200,6,8,,8,120,100.0,C0707C07,47.48,-96.41
C0707C08-1,7,707,C,0707C,C0707C08,C0707C081,7,20.8814872433504,129.577552912827,178.241877829472,200,5,7,,7,100,100.0,C0707C08,46.47,-96.41
C0707C09-1,7,707,C,0707C,C0707C09,C0707C091,6,20.4556450856413,131.851148547766,176.511016897631,110,6,6,,6,110,100.0,C0707C09,46.34,-96.49
C0707C10-1,7,707,C,0707C,C0707C10,C0707C101,5,12.258779020289301,70.88399360573901,105.349906634273,200,5,5,,5,200,100.0,C0707C10,45.7,-96.36
C0707C11-1,7,707,C,0707C,C0707C11,C0707C111,7,7.57113564839154,41.445512526277,75.7277369660827,200,6,7,,7,124,100.0,C0707C11,46.5,-97.06
C0707C13-1,7,707,C,0707C,C0707C13,C0707C131,7,19.740072226677498,76.93894266650359,98.4507494984115,200,6,7,,7,130,100.0,C0707C13,47.66,-97.75
C0707C14-1,7,707,C,0707C,C0707C14,C0707C141,7,19.6796440201018,106.449338331488,333.513580628177,200,5,7,,7,110,100.0,C0707C14,47.19,-96.55
C0707C84-1,7,707,C,0707C,C0707C84,C0707C841,6,12.136262787235902,57.556953158850796,120.53352261352501,200,6,6,,6,200,100.0,C0707C84,47.39,-98.11
C0707F01-1,7,707,F,0707F,C0707F01,C0707F011,7,93.6302611182276,219.630733394966,232.16174053268398,150,7,7,,7,150,100.0,C0707F01,48.47,-95.63
C0707F03-1,7,707,F,0707F,C0707F03,C0707F031,7,22.8223123190281,116.337915224783,142.932621551552,150,7,7,,7,150,100.0,C0707F03,48.66,-96.43
C0707F05-1,7,707,F,0707F,C0707F05,C0707F051,6,82.6567330599359,202.494528992935,206.97927237608897,150,6,6,,6,150,100.0,C0707F05,48.54,-96.39
C0707F08-1,7,707,F,0707F,C0707F08,C0707F081,6,55.001054083918504,230.57438779657298,239.23113079480498,150,4,6,,6,101,100.0,C0707F08,48.27,-95.75
C0707F10-1,7,707,F,0707F,C0707F10,C0707F101,7,44.7464752238896,170.23897904398,197.230065951931,200,6,7,,7,165,100.0,C0707F10,47.95,-96.16
C0707P02-1,7,707,P,0707P,C0707P02,C0707P021,7,26.084296970244697,92.0072735341746,104.57161052456301,200,6,7,,7,150,100.0,C0707P02,47.91,-96.24
C0707P05-1,7,707,P,0707P,C0707P05,C0707P051,6,24.570443924144502,80.6349451937782,132.269027808976,200,5,6,,6,115,100.0,C0707P05,45.47,-98.66
C0707P06-1,7,707,P,0707P,C0707P06,C0707P061,6,108.275350625647,464.17287080531196,480.307780028545,200,6,6,,6,200,100.0,C0707P06,48.02,-95.71
C0707P08-1,7,707,P,0707P,C0707P08,C0707P081,5,23.892325632426,78.2339717035122,107.977209659538,100,5,5,,5,100,100.0,C0707P08,44.09,-98.17
C0707P09-1,7,707,P,0707P,C0707P09,C0707P091,8,40.3274157654956,145.32545543340598,207.104444321532,200,6,8,,8,105,100.0,C0707P09,47.88,-97.28
C0707R01-1,7,707,R,0707R,C0707R01,C0707R011,3,5.1844743970597404,38.424185483208106,68.418101941762,100,3,3,,3,100,100.0,C0707R01,46.48,-107.25
C0707R02-1,7,707,R,0707R,C0707R02,C0707R021,6,7.435953407987079,48.416253145171005,101.629557415069,200,4,6,,6,130,100.0,C0707R02,45.94,-103.62
C0707R03-1,7,707,R,0707R,C0707R03,C0707R031,7,29.9010525133879,101.130985473165,143.642550653075,200,5,7,,7,118,100.0,C0707R03,47.43,-98.11
C0707R05-1,7,707,R,0707R,C0707R05,C0707R051,6,21.0366011306607,67.615274027106,93.2125422310075,105,5,6,,6,105,100.0,C0707R05,45.84,-98.78
C0707R85-1,7,707,R,0707R,C0707R85,C0707R851,8,13.048068125820599,57.159100206687796,89.7726880682568,175,6,8,,8,107,100.0,C0707R85,48.43,-100.81
C0707W01-1,7,707,W,0707W,C0707W01,C0707W011,4,123.192108234807,326.793140194741,411.82503806427803,100,4,4,,4,100,100.0,C0707W01,44.93,-99.22
C0707W02-1,7,707,W,0707W,C0707W02,C0707W021,6,57.92373797800221,181.70586187724498,241.659804383169,200,4,6,,6,110,100.0,C0707W02,48.41,-99.84
C0707W05-1,7,707,W,0707W,C0707W05,C0707W051,6,36.0539674000822,120.08462231107599,218.583614321577,200,5,6,,6,110,100.0,C0707W05,45.54,-99.25
C0707W06-1,7,707,W,0707W,C0707W06,C0707W061,6,17.7374825186027,81.1852988062456,192.6781188775,129,5,6,,6,129,100.0,C0707W06,44.92,-98.11
C0707W09-1,7,707,W,0707W,C0707W09,C0707W091,5,18.578253751922,72.8599234122022,158.860666268354,100,5,5,,5,100,100.0,C0707W09,43.97,-97.61
C0707W10-1,7,707,W,0707W,C0707W10,C0707W101,9,37.605762864008604,125.621667093913,188.762842429894,200,7,9,,9,120,100.0,C0707W10,45.29,-98.93
C0707W68-1,7,707,W,0707W,C0707W68,C0707W681,3,36.915959394838296,190.364216632275,264.80936217503,100,3,3,,3,100,100.0,C0707W68,44.97,-98.76
C0707X01-1,7,707,X,0707X,C0707X01,C0707X011,7,21.492745893902196,68.8215452812168,80.839001357483,103,7,7,,7,103,100.0,C0707X01,48.12,-95.77
C0707X02-1,7,707,X,0707X,C0707X02,C0707X021,7,16.9073720624869,79.86323611553351,124.121798217239,200,5,7,,7,105,100.0,C0707X02,48.48,-103.28
C0707X04-1,7,707,X,0707X,C0707X04,C0707X041,6,36.9771597392901,135.478010254353,238.945748590073,200,5,6,,6,104,100.0,C0707X04,48.8,-100.05
C0707X05-1,7,707,X,0707X,C0707X05,C0707X051,5,31.1338103428866,123.057177156679,149.09061030968098,200,4,5,,5,120,100.0,C0707X05,47.78,-96.12
C0708C01-1,7,708,C,0708C,C0708C01,C0708C011,6,12.813645257759699,66.3620176114073,108.13090315875601,200,6,6,,6,200,100.0,C0708C01,47.25,-96.18
C0708C02-1,7,708,C,0708C,C0708C02,C0708C021,6,5.66764063604128,27.670695340148896,69.7866974899387,100,6,6,,6,100,100.0,C0708C02,46.54,-104.66
C0708C03-1,7,708,C,0708C,C0708C03,C0708C031,6,11.506225955269999,83.0068462375171,151.947443918732,150,6,6,,6,150,100.0,C0708C03,45.99,-96.79
C0708C04-1,7,708,C,0708C,C0708C04,C0708C041,5,9.49593156538401,44.956389160002395,59.600087217376796,106,5,5,,5,106,100.0,C0708C04,45.61,-100.05
C0708C05-1,7,708,C,0708C,C0708C05,C0708C051,7,8.931617692699302,69.0543235705955,114.438744261354,150,6,7,,7,145,100.0,C0708C05,46.73,-96.43
C0708F01-1,7,708,F,0708F,C0708F01,C0708F011,7,4.83763759578336,37.691186008062104,82.6330947409424,200,6,7,,7,102,100.0,C0708F01,48.85,-97.83
C0708F02-1,7,708,F,0708F,C0708F02,C0708F021,6,19.5818245227051,132.92225582992202,153.42538261825,200,4,6,,6,104,100.0,C0708F02,47.77,-95.93
C0708F03-1,7,708,F,0708F,C0708F03,C0708F031,8,33.6575189935181,169.067684630193,330.368582609339,200,6,8,,8,115,100.0,C0708F03,47.53,-97.46
C0708F05-1,7,708,F,0708F,C0708F05,C0708F051,7,31.3577579951928,66.7820545839522,79.6942592078838,200,5,7,,7,104,100.0,C0708F05,48.87,-97.83
C0708F09-1,7,708,F,0708F,C0708F09,C0708F091,6,39.296031207919796,125.72069355950899,191.615430471417,200,5,6,,6,123,100.0,C0708F09,47.62,-97.56
C0708P01-1,7,708,P,0708P,C0708P01,C0708P011,7,12.0829798049408,54.87382834375771,84.791757524854,200,6,7,,7,110,100.0,C0708P01,48.39,-100.51
C0708P02-1,7,708,P,0708P,C0708P02,C0708P021,4,6.77647722255851,40.09328703662621,40.09328703662621,152,3,4,30.0,3,30,100.0,C0708P02,47.44,-107.14
C0708P04-1,7,708,P,0708P,C0708P04,C0708P041,7,18.538580882831102,91.24855043510591,206.399287548006,203,5,7,,7,155,100.0,C0708P04,48.91,-100.51
C0708P06-1,7,708,P,0708P,C0708P06,C0708P061,7,13.393570310645499,89.2710026185279,168.2028795574,200,5,7,,7,105,100.0,C0708P06,47.65,-98.6
C0708P09-1,7,708,P,0708P,C0708P09,C0708P091,5,10.4931627552169,43.2896554775853,89.8999093789272,200,4,5,,5,110,100.0,C0708P09,46.7,-100.6
C0708R01-1,7,708,R,0708R,C0708R01,C0708R011,6,22.3704241384682,87.8279563381092,130.51337563827698,200,5,6,,6,140,100.0,C0708R01,47.63,-98.49
C0708R02-1,7,708,R,0708R,C0708R02,C0708R021,3,7.47425967188279,22.6347737112582,65.530329192056,150,3,3,,3,150,100.0,C0708R02,47.2,-106.24
C0708R03-1,7,708,R,0708R,C0708R03,C0708R031,4,4.11255832913583,15.8774967370641,38.624442778619795,132,3,4,,4,132,100.0,C0708R03,45.51,-103.54
C0708R04-1,7,708,R,0708R,C0708R04,C0708R041,4,13.7484727534348,41.132795422901104,120.38539288257401,200,4,4,50.0,3,200,100.0,C0708R04,46.51,-104.01
C0708R08-1,7,708,R,0708R,C0708R08,C0708R081,7,12.8171383220645,26.937198201506902,54.933046092393894,200,5,7,,7,125,100.0,C0708R08,48.45,-100.75
C0708X01-1,7,708,X,0708X,C0708X01,C0708X011,8,14.935034665496199,61.175393267182706,104.419718379988,200,6,8,,8,110,100.0,C0708X01,47.99,-99.84
C0708X02-1,7,708,X,0708X,C0708X02,C0708X021,5,5.70748613892519,22.901635872537998,38.0872913488811,200,4,5,,5,145,100.0,C0708X02,48.22,-100.66
C0708X03-1,7,708,X,0708X,C0708X03,C0708X031,7,14.8311357514906,65.7360575124216,136.080053879874,200,4,7,,7,120,100.0,C0708X03,48.41,-99.84
C0708X04-1,7,708,X,0708X,C0708X04,C0708X041,9,14.7363315940273,61.7638734912104,118.463522872218,200,5,9,,9,100,100.0,C0708X04,48.31,-100.27
C0708X05-1,7,708,X,0708X,C0708X05,C0708X051,7,15.168591300208302,44.7167551578349,62.3705766741228,200,6,7,,7,120,100.0,C0708X05,48.8,-99.85
C0709C01-1,7,709,C,0709C,C0709C01,C0709C011,5,6.9747377710137,34.8465393743317,92.08921819570641,150,5,5,,5,150,100.0,C0709C01,45.33,-108.91
C0709C02-1,7,709,C,0709C,C0709C02,C0709C021,7,9.43974662158838,49.03760232107879,86.4457746977829,200,5,7,,7,104,100.0,C0709C02,42.58,-106.67
C0709C03-1,7,709,C,0709C,C0709C03,C0709C031,4,5.9588569685334,34.0893280144099,83.0378992104293,100,4,4,,4,100,100.0,C0709C03,45.7,-105.39
C0709C04-1,7,709,C,0709C,C0709C04,C0709C041,5,7.5341489809690305,41.8868608093203,78.3393493078161,200,4,5,,5,120,100.0,C0709C04,43.72,-106.3
C0709C09-1,7,709,C,0709C,C0709C09,C0709C091,5,5.028085010988179,30.867229153592895,63.0492859962639,200,5,5,,5,200,100.0,C0709C09,42.83,-105.45
C0709F01-1,7,709,F,0709F,C0709F01,C0709F011,5,16.3308857205502,32.955614753693396,61.62477160068211,200,4,5,92.0,4,92,100.0,C0709F01,43.88,-105.06
C0709F02-1,7,709,F,0709F,C0709F02,C0709F021,6,7.83604805674209,16.4229545420415,28.949235019398998,79,5,6,79.0,5,79,100.0,C0709F02,44.48,-104.71
C0709F03-1,7,709,F,0709F,C0709F03,C0709F031,5,11.4496611697745,46.5869713352485,99.99318103464029,152,4,5,,5,110,100.0,C0709F03,42.46,-104.75
C0709F04-1,7,709,F,0709F,C0709F04,C0709F041,6,52.2399907185606,142.48528824662202,233.611355302691,94,6,6,,6,94,100.0,C0709F04,43.93,-103.26
C0709F05-1,7,709,F,0709F,C0709F05,C0709F051,4,13.656151180271301,26.473772751627898,30.467028226035104,200,3,4,43.0,3,43,100.0,C0709F05,44.8,-105.49
C0709P03-1,7,709,P,0709P,C0709P03,C0709P031,5,30.175131559074604,93.3399150695423,145.309725680437,100,5,5,,5,100,100.0,C0709P03,44.78,-93.89
C0709P06-1,7,709,P,0709P,C0709P06,C0709P061,4,10.211899384012302,37.512064290885895,88.47370029631901,100,4,4,,4,100,100.0,C0709P06,46.43,-107.52
C0709P07-1,7,709,P,0709P,C0709P07,C0709P071,4,10.3224602932489,49.9674354588685,89.5363344567325,200,4,4,,4,200,100.0,C0709P07,43.8,-105.69
C0709P09-1,7,709,P,0709P,C0709P09,C0709P091,6,19.389991173184498,34.705940611201804,51.967440070422,203,5,6,,6,132,100.0,C0709P09,44.03,-98.54
C0709P10-1,7,709,P,0709P,C0709P10,C0709P101,5,27.8073763251722,116.987143361737,168.203197829731,100,5,5,,5,100,100.0,C0709P10,43.83,-97.23
C0709R02-1,7,709,R,0709R,C0709R02,C0709R021,5,11.507416208794,30.952967639650897,44.5483244145453,173,5,5,,5,173,100.0,C0709R02,42.09,-103.02
C0709R04-1,7,709,R,0709R,C0709R04,C0709R041,5,14.713235856890499,49.7632625061276,63.358071219022996,100,5,5,,5,100,100.0,C0709R04,47.11,-104.29
C0709R06-1,7,709,R,0709R,C0709R06,C0709R061,5,21.4219650420749,49.58395467323871,71.170437854129,200,4,5,78.0,4,78,100.0,C0709R06,43.97,-102.35
C0709R07-1,7,709,R,0709R,C0709R07,C0709R071,5,13.9106509894191,38.56824912622871,77.26465956286779,100,5,5,,5,100,100.0,C0709R07,42.81,-105.6
C0709R08-1,7,709,R,0709R,C0709R08,C0709R081,5,11.6681173431993,36.7882750634055,79.5986400732215,152,4,5,,5,110,100.0,C0709R08,42.83,-105.85
C0709R09-1,7,709,R,0709R,C0709R09,C0709R091,5,3.9856061520682204,15.748193475364099,18.5457803767472,202,4,5,38.0,4,38,100.0,C0709R09,43.15,-108.0
C0709R10-1,7,709,R,0709R,C0709R10,C0709R101,5,17.322667964158,60.340969921544705,88.18563568789499,158,4,5,,5,105,100.0,C0709R10,44.86,-107.01
C0709R11-1,7,709,R,0709R,C0709R11,C0709R111,4,9.602536948775601,33.141989215184005,57.96161653590429,77,4,4,,4,77,100.0,C0709R11,43.6,-104.18
C0709R12-1,7,709,R,0709R,C0709R12,C0709R121,4,7.41471758353333,45.047661818884,77.6643332060915,100,4,4,52.0,3,100,100.0,C0709R12,43.14,-104.14
C0709R13-1,7,709,R,0709R,C0709R13,C0709R131,3,6.866527038177661,18.5861570939048,18.5861570939048,152,2,3,19.0,2,19,100.0,C0709R13,43.15,-104.51
C0709R15-1,7,709,R,0709R,C0709R15,C0709R151,5,11.4549366985741,48.8206679694022,99.567069706812,200,4,5,,5,102,100.0,C0709R15,44.74,-106.26
C0709R16-1,7,709,R,0709R,C0709R16,C0709R161,5,8.9081851601428,27.954323080723,60.17511191470761,203,4,5,,5,110,100.0,C0709R16,42.26,-103.44
C0709R17-1,7,709,R,0709R,C0709R17,C0709R171,4,13.8383113811349,48.71766182099711,102.86601216395701,200,3,4,,4,161,100.0,C0709R17,44.7,-102.1
C0709R21-1,7,709,R,0709R,C0709R21,C0709R211,3,11.522499145407501,46.2162991483888,86.3854398168989,100,3,3,,3,100,100.0,C0709R21,45.62,-105.02
C0709R22-1,7,709,R,0709R,C0709R22,C0709R221,5,8.03454797494472,34.4950040088798,74.84970243612891,100,5,5,,5,100,100.0,C0709R22,42.8,-105.88
C0709R79-1,7,709,R,0709R,C0709R79,C0709R791,5,9.40323335872399,31.138785085652398,57.8185297051964,200,4,5,,5,108,100.0,C0709R79,42.87,-105.49
C0709X01-1,7,709,X,0709X,C0709X01,C0709X011,5,14.8244667716047,48.1535237768255,135.554027848137,200,4,5,,5,120,100.0,C0709X01,44.73,-105.93
C0709X02-1,7,709,X,0709X,C0709X02,C0709X021,6,4.870794500081651,23.2559710886106,60.6764929391564,122,5,6,,6,122,100.0,C0709X02,42.27,-103.45
C0709X03-1,7,709,X,0709X,C0709X03,C0709X031,4,11.830151106006,35.0550242552182,100.769195623938,100,4,4,,4,100,100.0,C0709X03,45.62,-105.37
C0709X04-1,7,709,X,0709X,C0709X04,C0709X041,6,12.7598094673808,39.865669752752105,110.750418360738,200,4,6,,6,103,100.0,C0709X04,44.73,-105.9
C0709X05-1,7,709,X,0709X,C0709X05,C0709X051,5,13.276473844730502,50.897345805570296,63.62458390974629,200,4,5,46.0,4,46,100.0,C0709X05,43.82,-105.72
C0710C01-1,7,710,C,0710C,C0710C01,C0710C011,6,15.098889321071802,63.0816516470232,109.599386923425,200,5,6,,6,119,100.0,C0710C01,45.21,-98.08
C0710C02-1,7,710,C,0710C,C0710C02,C0710C021,7,17.2975750610624,78.4740516501992,166.41793673097402,200,5,7,,7,115,100.0,C0710C02,47.34,-97.82
C0710C07-1,7,710,C,0710C,C0710C07,C0710C071,8,19.0248604449725,85.5311843339019,151.50598898488002,200,5,8,,8,110,100.0,C0710C07,47.89,-100.22
C0710C08-1,7,710,C,0710C,C0710C08,C0710C081,8,19.0196558547125,85.4710037381629,147.456235314973,200,5,8,,8,115,100.0,C0710C08,47.89,-100.22
C0710C09-1,7,710,C,0710C,C0710C09,C0710C091,5,16.228639120385402,43.4508966460668,74.4216691810042,200,5,5,,5,200,100.0,C0710C09,47.55,-100.01
C0710C10-1,7,710,C,0710C,C0710C10,C0710C101,10,14.9741372891096,56.4195302706807,122.307412958071,200,5,10,,10,105,100.0,C0710C10,46.05,-98.33
C0710C12-1,7,710,C,0710C,C0710C12,C0710C121,7,16.5340512385785,63.456447050977204,116.31884978093001,200,6,7,,7,115,100.0,C0710C12,46.56,-98.26
C0710C13-1,7,710,C,0710C,C0710C13,C0710C131,7,11.6998532044724,53.0407917195402,,200,5,7,,7,75,30.0,C0710C13,48.05,-96.1
C0710C14-1,7,710,C,0710C,C0710C14,C0710C141,5,20.7067994291638,97.7469989573199,144.28317321929399,100,5,5,,5,100,100.0,C0710C14,44.73,-96.72
C0710C15-1,7,710,C,0710C,C0710C15,C0710C151,8,21.0940813478026,99.1297153048279,219.86104283561798,200,5,8,,8,105,100.0,C0710C15,45.8,-97.78
C0710C16-1,7,710,C,0710C,C0710C16,C0710C161,7,22.0751333856747,83.4092246207152,176.17913184398202,200,4,7,,7,105,100.0,C0710C16,47.31,-102.74
C0710C17-1,7,710,C,0710C,C0710C17,C0710C171,8,21.7383693549061,105.51928968858299,188.17869138540698,200,6,8,,8,110,100.0,C0710C17,45.88,-97.7
C0710C18-1,7,710,C,0710C,C0710C18,C0710C181,7,16.1983047006887,85.399869440153,144.626761431163,200,6,7,,7,115,100.0,C0710C18,47.28,-97.74
C0710C19-1,7,710,C,0710C,C0710C19,C0710C191,5,23.271115648752104,124.605457862209,260.794172050803,200,4,5,,5,110,100.0,C0710C19,46.5,-96.69
C0710C21-1,7,710,C,0710C,C0710C21,C0710C211,6,15.3496549077975,52.630694163875,70.38207036548921,200,5,6,,6,140,100.0,C0710C21,48.44,-101.36
C0710F01-1,7,710,F,0710F,C0710F01,C0710F011,9,73.9808603460063,159.794569497629,199.791875703936,203,7,9,,9,145,100.0,C0710F01,48.91,-99.97
C0710F02-1,7,710,F,0710F,C0710F02,C0710F021,7,13.677581737815098,42.8559232346984,,150,5,7,,7,94,30.0,C0710F02,43.63,-103.56
C0710F03-1,7,710,F,0710F,C0710F03,C0710F031,7,21.435911390465897,50.9556499908986,66.0764346959523,60,6,7,60.0,6,60,100.0,C0710F03,45.4,-103.88
C0710P01-1,7,710,P,0710P,C0710P01,C0710P011,5,36.493902917193104,111.03859788624099,157.568020533611,100,5,5,,5,100,100.0,C0710P01,45.72,-97.37
C0710P02-1,7,710,P,0710P,C0710P02,C0710P021,5,36.15095402093021,120.478779985802,144.442871577672,100,5,5,,5,100,100.0,C0710P02,45.16,-97.0
C0710P03-1,7,710,P,0710P,C0710P03,C0710P031,7,27.123777498877697,102.73443115136999,140.116889970532,200,6,7,,7,100,100.0,C0710P03,46.19,-98.01
C0710P04-1,7,710,P,0710P,C0710P04,C0710P041,5,26.834530995185197,110.09300604231501,136.299009717693,100,5,5,,5,100,100.0,C0710P04,45.19,-97.04
C0710P06-1,7,710,P,0710P,C0710P06,C0710P061,7,26.6439772447168,93.04788955177669,141.086493714923,200,5,7,,7,103,100.0,C0710P06,47.5,-97.98
C0710R01-1,7,710,R,0710R,C0710R01,C0710R011,6,23.6046601857798,74.3592805388703,109.04188213214199,200,5,6,,6,120,100.0,C0710R01,46.59,-99.21
C0710R02-1,7,710,R,0710R,C0710R02,C0710R021,5,20.666598018715302,80.0832771331073,136.832524447872,200,4,5,,5,112,100.0,C0710R02,47.31,-99.18
C0710R03-1,7,710,R,0710R,C0710R03,C0710R031,8,59.304127436083,128.98427191069598,160.082380115338,200,6,8,,8,114,100.0,C0710R03,47.04,-99.3
C0710R04-1,7,710,R,0710R,C0710R04,C0710R041,5,50.01841764513921,153.795795401502,192.70864100087897,100,5,5,,5,100,100.0,C0710R04,45.16,-96.89
C0710R05-1,7,710,R,0710R,C0710R05,C0710R051,5,35.9827146554001,107.89184338951799,131.312792036177,100,5,5,,5,100,100.0,C0710R05,45.5,-97.57
C0710R06-1,7,710,R,0710R,C0710R06,C0710R061,4,22.5275171144271,62.0981017637954,92.6471676056978,200,4,4,55.0,3,200,100.0,C0710R06,46.37,-103.16
C0710X02-1,7,710,X,0710X,C0710X02,C0710X021,6,17.0342731058875,66.1076910032494,100.498462845755,200,5,6,,6,120,100.0,C0710X02,47.76,-98.03
C0710X05-1,7,710,X,0710X,C0710X05,C0710X051,5,20.8956436213176,74.2716458335411,119.043403216098,100,5,5,,5,100,100.0,C0710X05,44.48,-96.67
C0710X06-1,7,710,X,0710X,C0710X06,C0710X061,7,17.681795891350998,70.53027190701059,90.91686345299058,200,6,7,,7,105,100.0,C0710X06,48.47,-98.12
C0711C02-1,7,711,C,0711C,C0711C02,C0711C021,7,36.771919024668996,92.8468323355426,135.602229824764,203,5,7,,7,100,100.0,C0711C02,44.05,-97.95
C0711C03-1,7,711,C,0711C,C0711C03,C0711C031,5,5.79165157770897,25.6152599943396,60.342082426850006,200,4,5,,5,133,100.0,C0711C03,42.99,-103.33
C0711C04-1,7,711,C,0711C,C0711C04,C0711C041,6,17.1084285859692,59.8071354993061,97.21390135742209,203,5,6,,6,109,100.0,C0711C04,43.49,-98.4
C0711C06-1,7,711,C,0711C,C0711C06,C0711C061,5,7.139499855364719,35.7442860609897,72.817606623599,153,4,5,,5,104,100.0,C0711C06,42.19,-103.0
C0711C07-1,7,711,C,0711C,C0711C07,C0711C071,7,8.80362273259855,48.7197266776295,66.633083479383,200,6,7,,7,160,100.0,C0711C07,42.77,-99.54
C0711C08-1,7,711,C,0711C,C0711C08,C0711C081,7,8.98560052221274,29.5600358173592,51.0385871498486,106,7,7,,7,106,100.0,C0711C08,43.14,-102.06
C0711C09-1,7,711,C,0711C,C0711C09,C0711C091,5,39.8820060659861,129.957651218236,153.074301296026,111,4,5,61.0,4,61,100.0,C0711C09,43.46,-99.43
C0711C10-1,7,711,C,0711C,C0711C10,C0711C101,7,12.967729767883199,48.1693491998154,95.2755888829418,203,5,7,,7,107,100.0,C0711C10,44.53,-99.74
C0711F02-1,7,711,F,0711F,C0711F02,C0711F021,6,19.2781462900511,39.493435382454294,49.4604243603464,200,3,6,,6,135,100.0,C0711F02,42.72,-98.05
C0711F03-1,7,711,F,0711F,C0711F03,C0711F031,4,11.7471606229265,26.760538621321,53.963776945517395,200,4,4,,4,200,100.0,C0711F03,42.87,-97.6
C0711F05-1,7,711,F,0711F,C0711F05,C0711F051,6,16.8291042948749,28.029385607716197,57.6106179572474,200,5,6,,6,162,100.0,C0711F05,42.79,-98.25
C0711F09-1,7,711,F,0711F,C0711F09,C0711F091,4,62.9722123932489,157.342265923757,335.527311433405,200,3,4,,4,152,100.0,C0711F09,42.97,-98.53
C0711P01-1,7,711,P,0711P,C0711P01,C0711P011,5,24.1478515344448,59.492183507944794,99.63844349377659,100,5,5,,5,100,100.0,C0711P01,44.82,-98.99
C0711P02-1,7,711,P,0711P,C0711P02,C0711P021,7,23.274738149665605,81.2487411543202,177.997499779524,200,5,7,,7,101,100.0,C0711P02,43.37,-99.93
C0711P04-1,7,711,P,0711P,C0711P04,C0711P041,5,14.7510406321248,62.9398264768297,116.30424572763701,100,5,5,,5,100,100.0,C0711P04,44.83,-98.85
C0711P05-1,7,711,P,0711P,C0711P05,C0711P051,6,17.3776235787288,50.2572502781186,126.94288190287399,200,4,6,,6,115,100.0,C0711P05,44.3,-104.91
C0711P06-1,7,711,P,0711P,C0711P06,C0711P061,5,33.0176566214455,97.31990896568009,163.709919546985,100,5,5,,5,100,100.0,C0711P06,44.56,-99.81
C0711R01-1,7,711,R,0711R,C0711R01,C0711R011,7,25.9623399381603,81.8135654537396,135.243553249239,203,5,7,,7,104,100.0,C0711R01,44.58,-99.35
C0711R03-1,7,711,R,0711R,C0711R03,C0711R031,5,15.7138838082505,66.45777952112661,,152,4,5,,5,58,30.0,C0711R03,44.69,-106.18
