upedonid,MO,MOGr,LU,MOGrLU,rcasiteid,upedon,Sample_count,SOCstock5,SOCstock30,SOCstock100,total_thickness,SOC_count,Lab_count,Depth_to_R,Non-R_SampleCount,SOC_thickness,USE,RaCA_Id,Gen_lat,Gen_long
C0701R09-1,7,701,R,0701R,C0701R09,C0701R091,3,8.71908593827181,27.9392305617454,27.9392305617454,150,2,3,21.0,2,21,100.0,C0701R09,46.52,-108.43
C0701R10-1,7,701,R,0701R,C0701R10,C0701R101,5,45.6394451029424,116.955028228877,143.11204510519,65,5,5,,5,65,100.0,C0701R10,46.45,-97.94
C0701R11-1,7,701,R,0701R,C0701R11,C0701R111,3,10.3757409950961,39.9194097456771,39.9194097456771,150,2,3,23.0,2,23,100.0,C0701R11,46.16,-109.52
C0701R12-1,7,701,R,0701R,C0701R12,C0701R121,4,10.469399772695098,38.4805792503378,65.3842510509345,100,4,4,,4,100,100.0,C0701R12,43.64,-104.62
C0701R14-1,7,701,R,0701R,C0701R14,C0701R141,9,10.463651519372801,31.822602353959798,442.198119169051,115,8,9,66.0,6,103,100.0,C0701R14,45.78,-103.68
C0701R15-1,7,701,R,0701R,C0701R15,C0701R151,3,4.81943134221181,14.2391289021313,14.2391289021313,30,3,3,19.0,2,30,100.0,C0701R15,42.62,-103.94
C0701R16-1,7,701,R,0701R,C0701R16,C0701R161,4,9.961414954779741,40.5513646254403,75.8424179405982,200,3,4,96.0,3,96,100.0,C0701R16,43.98,-104.66
C0701R17-1,7,701,R,0701R,C0701R17,C0701R171,3,14.3509320782969,51.032639584711106,51.032639584711106,150,2,3,24.0,2,24,100.0,C0701R17,45.55,-105.78
C0701R20-1,7,701,R,0701R,C0701R20,C0701R201,5,9.56185064745822,35.0938446748894,78.8290515457232,100,5,5,61.0,4,100,100.0,C0701R20,44.52,-102.87
C0701R22-1,7,701,R,0701R,C0701R22,C0701R221,5,17.903875019952103,72.4897551914524,98.97153424064122,200,5,5,50.0,4,200,100.0,C0701R22,46.51,-103.36
C0701R23-1,7,701,R,0701R,C0701R23,C0701R231,5,22.0445354601604,63.9747498835079,75.6715245441145,116,4,5,66.0,4,66,100.0,C0701R23,45.53,-100.37
C0701R24-1,7,701,R,0701R,C0701R24,C0701R241,2,15.7189490077237,107.601809922677,369.947464728237,100,2,2,,2,100,100.0,C0701R24,47.38,-107.76
C0701R87-1,7,701,R,0701R,C0701R87,C0701R871,3,15.2152312679328,54.357642349269106,54.357642349269106,20,2,3,20.0,2,20,100.0,C0701R87,44.02,-104.09
C0701R88-1,7,701,R,0701R,C0701R88,C0701R881,5,4.38525655895565,29.645947324213,79.307262138141,100,5,5,,5,100,100.0,C0701R88,42.85,-106.56
C0701R89-1,7,701,R,0701R,C0701R89,C0701R891,4,28.9741709374162,69.5840981247013,118.368321000092,200,3,4,,4,134,100.0,C0701R89,43.42,-99.19
C0701R96-1,7,701,R,0701R,C0701R96,C0701R961,6,23.7487500021812,208.674835911823,273.716378346851,100,6,6,63.0,5,100,100.0,C0701R96,47.06,-101.2
C0701X01-1,7,701,X,0701X,C0701X01,C0701X011,8,15.484197499314499,76.0665137138048,112.486659736094,200,7,8,,8,125,100.0,C0701X01,46.35,-97.56
C0701X90-1,7,701,X,0701X,C0701X90,C0701X901,5,8.06595949414877,37.1673390940596,58.333942083043794,200,4,5,,5,120,100.0,C0701X90,47.59,-98.72
C0701X91-1,7,701,X,0701X,C0701X91,C0701X911,5,14.549852087824302,56.62738852909921,68.1184095093359,200,5,5,,5,200,100.0,C0701X91,47.02,-99.49
C0701X92-1,7,701,X,0701X,C0701X92,C0701X921,6,15.759086257384501,78.354955867595,142.87818258862498,200,5,6,,6,120,100.0,C0701X92,47.08,-99.56
C0702C01-1,7,702,C,0702C,C0702C01,C0702C011,7,11.8035326723686,53.576929798207395,96.101748120723,200,5,7,,7,100,100.0,C0702C01,47.98,-104.06
C0702C04-1,7,702,C,0702C,C0702C04,C0702C041,5,12.9724721535865,60.8478549936787,124.088134152838,200,5,5,,5,200,100.0,C0702C04,47.98,-103.9
C0702C08-1,7,702,C,0702C,C0702C08,C0702C081,7,14.5908778637711,88.74432980144579,230.13471509938,165,5,7,,7,133,100.0,C0702C08,44.08,-99.45
C0702C10-1,7,702,C,0702C,C0702C10,C0702C101,4,9.829317222632751,52.602318242662896,168.224209047243,100,4,4,,4,100,100.0,C0702C10,47.35,-111.44
C0702C88-1,7,702,C,0702C,C0702C88,C0702C881,6,16.1875503382793,65.9376833543303,151.978980056096,183,5,6,,6,128,100.0,C0702C88,44.29,-100.0
C0702R01-1,7,702,R,0702R,C0702R01,C0702R011,4,6.260941606588809,28.2969032590237,84.431263780831,100,4,4,,4,100,100.0,C0702R01,44.82,-103.45
C0702R02-1,7,702,R,0702R,C0702R02,C0702R021,4,22.3007935273588,86.6516793996772,1661.66439527344,150,4,4,75.0,3,150,100.0,C0702R02,46.05,-109.64
C0702R03-1,7,702,R,0702R,C0702R03,C0702R031,5,17.9802774911196,61.813441256681,143.041147321956,200,4,5,,5,155,100.0,C0702R03,43.14,-103.67
C0702R04-1,7,702,R,0702R,C0702R04,C0702R041,3,14.3646962636831,68.1704391850109,68.1704391850109,150,2,3,23.0,2,23,100.0,C0702R04,46.19,-109.99
C0702R05-1,7,702,R,0702R,C0702R05,C0702R051,7,28.445462305714898,148.34617202344901,419.942811811913,102,6,7,,7,102,100.0,C0702R05,44.25,-104.32
C0703C02-1,7,703,C,0703C,C0703C02,C0703C021,7,12.3463831725278,65.9149858850453,135.534761833474,200,7,7,,7,200,100.0,C0703C02,47.95,-104.19
C0703C07-1,7,703,C,0703C,C0703C07,C0703C071,6,14.5588848887556,68.6935267653409,154.046810583324,100,6,6,,6,100,100.0,C0703C07,48.65,-105.93
C0703C08-1,7,703,C,0703C,C0703C08,C0703C081,5,8.015809397535829,35.625136784276,91.7662080534489,100,5,5,,5,100,100.0,C0703C08,48.25,-104.4
C0703C12-1,7,703,C,0703C,C0703C12,C0703C121,7,14.443202782878801,100.49553806245399,298.948273303401,200,5,7,,7,105,100.0,C0703C12,48.57,-97.63
C0703C13-1,7,703,C,0703C,C0703C13,C0703C131,7,16.1801291875426,97.7332269722226,103.114786372165,200,6,7,,7,128,100.0,C0703C13,47.0,-96.66
C0703C65-1,7,703,C,0703C,C0703C65,C0703C651,5,13.3324359078288,72.47060510698091,143.78208686571,100,5,5,,5,100,100.0,C0703C65,44.51,-98.93
C0703C67-1,7,703,C,0703C,C0703C67,C0703C671,6,15.5909045674749,85.5348238093192,175.632390469586,150,6,6,,6,150,100.0,C0703C67,45.53,-100.16
C0703C95-1,7,703,C,0703C,C0703C95,C0703C951,8,15.833756578599301,60.7714915797336,118.59275255268899,200,5,8,,8,104,100.0,C0703C95,46.8,-103.11
C0703F01-1,7,703,F,0703F,C0703F01,C0703F011,6,50.2617984439375,162.585343304184,409.44278658215796,200,4,6,,6,120,100.0,C0703F01,47.78,-98.58
C0703F02-1,7,703,F,0703F,C0703F02,C0703F021,6,46.0503510611579,154.599036056351,334.100874765931,200,4,6,,6,125,100.0,C0703F02,48.08,-100.88
C0703P04-1,7,703,P,0703P,C0703P04,C0703P041,6,27.6780840749447,76.8305482769118,125.07417060721701,200,5,6,102.0,5,102,100.0,C0703P04,46.93,-103.74
C0703P06-1,7,703,P,0703P,C0703P06,C0703P061,6,70.0365651715187,254.84368985220902,481.3058779308,200,5,6,,6,125,100.0,C0703P06,46.56,-98.26
C0703P08-1,7,703,P,0703P,C0703P08,C0703P081,5,42.0856925735805,174.66940578386902,299.270266988803,100,5,5,,5,100,100.0,C0703P08,44.56,-96.38
C0703P10-1,7,703,P,0703P,C0703P10,C0703P101,5,7.10039269857975,22.6763773688505,38.2804539975481,100,5,5,,5,100,100.0,C0703P10,48.52,-105.89
C0703P92-1,7,703,P,0703P,C0703P92,C0703P921,6,36.364287316635206,132.085645818693,254.286524622825,100,6,6,,6,100,100.0,C0703P92,44.0,-98.69
C0703R01-1,7,703,R,0703R,C0703R01,C0703R011,6,41.1249111892807,156.960207273584,232.940209257481,200,5,6,,6,123,100.0,C0703R01,46.44,-101.78
C0703R02-1,7,703,R,0703R,C0703R02,C0703R021,6,43.3478199561371,122.893869820174,222.312759888815,130,4,6,,6,112,100.0,C0703R02,46.47,-100.03
C0703R03-1,7,703,R,0703R,C0703R03,C0703R031,6,32.655111823628694,93.6167481973435,,130,5,6,,6,93,30.0,C0703R03,45.97,-102.74
C0703R04-1,7,703,R,0703R,C0703R04,C0703R041,5,33.805158245345105,82.746313294603,151.994043159585,100,5,5,,5,100,100.0,C0703R04,48.7,-105.81
C0703R06-1,7,703,R,0703R,C0703R06,C0703R061,4,6.023247853324059,40.1637535812023,40.1637535812023,200,3,4,28.0,3,28,100.0,C0703R06,42.78,-106.15
C0703R07-1,7,703,R,0703R,C0703R07,C0703R071,8,20.925254630451,96.3027541763361,176.225546234573,200,6,8,,8,110,100.0,C0703R07,46.15,-100.13
C0703R08-1,7,703,R,0703R,C0703R08,C0703R081,7,28.9406105801359,93.2621414385622,176.967936638337,160,6,7,,7,108,100.0,C0703R08,47.21,-101.69
C0703W04-1,7,703,W,0703W,C0703W04,C0703W041,5,26.4471906969651,82.3697341998077,164.97600308962402,200,5,5,,5,200,100.0,C0703W04,47.86,-100.62
C0703W05-1,7,703,W,0703W,C0703W05,C0703W051,6,40.611609696692,184.85138242055,225.02389612991,100,6,6,,6,100,100.0,C0703W05,45.35,-100.05
C0703W07-1,7,703,W,0703W,C0703W07,C0703W071,7,12.9595993381604,52.38254537941461,92.65955724972879,200,5,7,,7,130,100.0,C0703W07,48.31,-103.06
C0703W08-1,7,703,W,0703W,C0703W08,C0703W081,6,36.1878650113112,212.943545133433,265.592456541441,200,5,6,,6,125,100.0,C0703W08,46.88,-99.82
C0703W09-1,7,703,W,0703W,C0703W09,C0703W091,6,15.288016748856199,55.26455369965961,89.2619712066073,200,6,6,56.0,5,200,100.0,C0703W09,47.16,-102.56
C0703W10-1,7,703,W,0703W,C0703W10,C0703W101,8,41.0503720510021,167.32567417204902,195.715802898676,200,6,8,,8,103,100.0,C0703W10,47.9,-99.62
C0703W91-1,7,703,W,0703W,C0703W91,C0703W911,6,31.9271880823103,100.006601827689,133.002806689177,200,5,6,,6,115,100.0,C0703W91,46.96,-97.74
C0703X02-1,7,703,X,0703X,C0703X02,C0703X021,7,25.3469091678753,94.16937170073709,244.67821406582803,200,6,7,,7,130,100.0,C0703X02,47.7,-98.14
C0703X03-1,7,703,X,0703X,C0703X03,C0703X031,4,16.0457130041952,56.77228332357229,87.981426688391,72,4,4,,4,72,100.0,C0703X03,48.66,-105.8
C0703X87-1,7,703,X,0703X,C0703X87,C0703X871,7,13.749356202293301,60.47019644971989,74.6321247861342,165,6,7,,7,130,100.0,C0703X87,47.47,-98.27
C0704C01-1,7,704,C,0704C,C0704C01,C0704C011,6,5.99186786250227,,,200,2,6,,6,25,5.0,C0704C01,42.69,-99.2
C0704C02-1,7,704,C,0704C,C0704C02,C0704C021,4,4.10001608789109,21.183691325912303,47.6198934742455,99,4,4,,4,99,100.0,C0704C02,42.62,-99.05
C0704C03-1,7,704,C,0704C,C0704C03,C0704C031,7,12.718598075448401,48.0676072954677,89.6338020065234,203,6,7,,7,104,100.0,C0704C03,44.2,-98.21
C0704C04-1,7,704,C,0704C,C0704C04,C0704C041,6,14.698169767149,38.8821331350264,,200,4,6,,6,94,30.0,C0704C04,43.18,-99.34
C0704C05-1,7,704,C,0704C,C0704C05,C0704C051,7,2.3899538340411803,10.7976584550283,100.8962089136,200,5,7,,7,103,100.0,C0704C05,42.74,-99.38
C0704F03-1,7,704,F,0704F,C0704F03,C0704F031,5,27.3924117364007,65.680359575634,98.2602863864107,100,5,5,,5,100,100.0,C0704F03,42.62,-98.26
C0704F05-1,7,704,F,0704F,C0704F05,C0704F051,5,19.6811885880925,62.7845948264976,134.917238127125,200,5,5,,5,200,100.0,C0704F05,42.73,-98.33
C0704F08-1,7,704,F,0704F,C0704F08,C0704F081,7,22.6614300414752,70.9785143832035,104.898286106603,200,6,7,,7,180,100.0,C0704F08,42.92,-99.33
C0704F10-1,7,704,F,0704F,C0704F10,C0704F101,6,17.974568623154898,51.075029232081,66.7367024424866,200,5,6,,6,101,100.0,C0704F10,42.67,-99.69
C0704P01-1,7,704,P,0704P,C0704P01,C0704P011,6,17.1748113634318,47.81896025807671,119.14811817599701,176,5,6,,6,110,100.0,C0704P01,42.67,-103.47
C0704P02-1,7,704,P,0704P,C0704P02,C0704P021,6,9.20717606568878,29.836867144360298,52.8834317192635,155,5,6,105.0,5,105,100.0,C0704P02,42.64,-102.72
C0704P04-1,7,704,P,0704P,C0704P04,C0704P041,8,15.2379043482386,21.5676718780059,,200,4,8,,8,99,30.0,C0704P04,43.14,-99.96
C0704P05-1,7,704,P,0704P,C0704P05,C0704P051,5,27.5517706857129,63.795701179083004,92.9839710288574,100,5,5,,5,100,100.0,C0704P05,44.73,-98.62
C0704P07-1,7,704,P,0704P,C0704P07,C0704P071,5,19.923180344636897,64.4765987034698,113.01229700961099,100,5,5,,5,100,100.0,C0704P07,44.13,-98.07
C0704R01-1,7,704,R,0704R,C0704R01,C0704R011,6,5.999969908156741,18.230090018966,38.1731194832305,200,5,6,,6,124,100.0,C0704R01,43.13,-99.86
C0704R02-1,7,704,R,0704R,C0704R02,C0704R021,6,32.3607481123298,53.64593243043839,,200,4,6,,6,98,30.0,C0704R02,43.01,-100.08
C0704R03-1,7,704,R,0704R,C0704R03,C0704R031,4,4.59210322786033,16.5564863667854,31.275726235591602,150,4,4,,4,150,100.0,C0704R03,43.52,-103.99
C0704R04-1,7,704,R,0704R,C0704R04,C0704R041,4,6.41485461534308,19.2208133977162,44.33904635668571,203,3,4,,4,100,100.0,C0704R04,42.11,-103.39
C0704R05-1,7,704,R,0704R,C0704R05,C0704R051,4,10.869542987757,30.5546208965868,72.4847409455423,200,3,4,,4,164,100.0,C0704R05,42.13,-103.7
C0704R07-1,7,704,R,0704R,C0704R07,C0704R071,4,2.54247906037865,17.028221656548098,25.405976166475302,200,3,4,,4,188,100.0,C0704R07,42.83,-99.28
C0704R13-1,7,704,R,0704R,C0704R13,C0704R131,3,6.34898397148293,21.328942354396,33.8965904772945,100,3,3,,3,100,100.0,C0704R13,42.95,-105.56
C0704X01-1,7,704,X,0704X,C0704X01,C0704X011,6,6.261535174602179,32.379132569671505,97.65810076882391,185,4,6,,6,110,100.0,C0704X01,42.26,-103.58
C0704X02-1,7,704,X,0704X,C0704X02,C0704X021,8,10.599350730296,40.3319689302576,78.9318358974198,170,6,8,120.0,7,105,100.0,C0704X02,42.94,-100.28
C0704X03-1,7,704,X,0704X,C0704X03,C0704X031,4,13.270548097453801,27.431495473717,41.2650284484458,203,4,4,,4,203,100.0,C0704X03,42.17,-103.04
C0704X04-1,7,704,X,0704X,C0704X04,C0704X041,7,18.0781528719472,46.9595276108301,82.8929643113305,200,5,7,,7,120,100.0,C0704X04,42.66,-98.06
C0705C02-1,7,705,C,0705C,C0705C02,C0705C021,4,4.830726418645121,28.911042829978598,80.0457878320546,100,4,4,,4,100,100.0,C0705C02,48.55,-108.04
C0705C03-1,7,705,C,0705C,C0705C03,C0705C031,6,10.186127229468198,50.340244965671396,129.403640006805,100,6,6,,6,100,100.0,C0705C03,48.83,-105.95
C0705C05-1,7,705,C,0705C,C0705C05,C0705C051,7,9.543721901080039,33.7934294405078,56.73881146363001,100,7,7,,7,100,100.0,C0705C05,48.74,-107.4
C0705C06-1,7,705,C,0705C,C0705C06,C0705C061,5,5.2683250116300195,25.277039527259802,64.5917760772666,100,5,5,,5,100,100.0,C0705C06,47.59,-111.51
C0705C07-1,7,705,C,0705C,C0705C07,C0705C071,5,9.37328606340816,38.8353015944036,105.235021105466,100,5,5,,5,100,100.0,C0705C07,45.74,-99.19
C0705C09-1,7,705,C,0705C,C0705C09,C0705C091,5,7.650911540745571,26.0507050378092,67.3333902228272,100,5,5,,5,100,100.0,C0705C09,48.38,-111.55
C0705C11-1,7,705,C,0705C,C0705C11,C0705C111,8,11.8200324504881,41.996767127362794,73.64194504881459,200,6,8,152.0,7,122,100.0,C0705C11,46.4,-100.09
C0705C13-1,7,705,C,0705C,C0705C13,C0705C131,5,18.4651392494021,99.63710168689529,188.300745732641,100,5,5,,5,100,100.0,C0705C13,47.56,-100.88
C0705C17-1,7,705,C,0705C,C0705C17,C0705C171,5,10.718944308445302,48.5252603389108,88.6175562125992,100,5,5,,5,100,100.0,C0705C17,47.33,-106.06
C0705C19-1,7,705,C,0705C,C0705C19,C0705C191,5,23.346451345111102,81.11650796009641,158.189761684379,100,5,5,,5,100,100.0,C0705C19,47.78,-102.18
C0705C20-1,7,705,C,0705C,C0705C20,C0705C201,4,12.3778066248749,43.0175522528015,69.314373961486,60,4,4,,4,60,100.0,C0705C20,48.82,-108.34
C0705C21-1,7,705,C,0705C,C0705C21,C0705C211,5,6.972443900053,35.2384270084555,83.17481937123891,100,5,5,,5,100,100.0,C0705C21,48.48,-110.88
C0705C22-1,7,705,C,0705C,C0705C22,C0705C221,5,12.6531199795768,38.7079167132686,83.8918276910779,127,5,5,,5,127,100.0,C0705C22,48.53,-110.02
C0705C23-1,7,705,C,0705C,C0705C23,C0705C231,6,8.367840300525652,37.0310476261624,91.956787677347,100,6,6,,6,100,100.0,C0705C23,47.22,-104.65
C0705C27-1,7,705,C,0705C,C0705C27,C0705C271,6,7.83109277521643,41.20378190094821,,100,5,6,,6,90,30.0,C0705C27,48.86,-111.79
C0705C28-1,7,705,C,0705C,C0705C28,C0705C281,5,8.45496215833128,39.1486409491016,89.8552163278488,100,5,5,,5,100,100.0,C0705C28,48.53,-105.32
C0705C29-1,7,705,C,0705C,C0705C29,C0705C291,7,14.0380225104634,64.3033907244769,152.879237980033,200,6,7,,7,110,100.0,C0705C29,46.99,-104.82
C0705C30-1,7,705,C,0705C,C0705C30,C0705C301,6,13.735873500050198,60.5405757825005,116.856941782094,103,5,6,,6,103,100.0,C0705C30,47.73,-102.02
C0705C31-1,7,705,C,0705C,C0705C31,C0705C311,6,14.5007099761071,59.647332836611795,109.12471537438101,200,5,6,,6,100,100.0,C0705C31,45.68,-98.84
C0705C81-1,7,705,C,0705C,C0705C81,C0705C811,8,12.6630504696886,49.3832026827085,100.068834893072,200,6,8,,8,105,100.0,C0705C81,48.88,-102.86
C0705F01-1,7,705,F,0705F,C0705F01,C0705F011,4,37.2484643901021,103.56069756134,197.164861445211,102,4,4,,4,102,100.0,C0705F01,44.14,-104.33
C0705F03-1,7,705,F,0705F,C0705F03,C0705F031,3,11.8527290710483,17.538708822284697,17.538708822284697,150,2,3,11.0,2,11,100.0,C0705F03,46.45,-108.22
C0705F07-1,7,705,F,0705F,C0705F07,C0705F071,3,58.114027784032096,330.30431890073896,671.089772777344,100,3,3,,3,100,100.0,C0705F07,45.4,-107.11
C0705P01-1,7,705,P,0705P,C0705P01,C0705P011,6,25.4749329458668,59.6182023189653,98.2188525899259,200,6,6,,6,200,100.0,C0705P01,48.41,-103.62
C0705P02-1,7,705,P,0705P,C0705P02,C0705P021,7,13.6735517141488,55.970517568173506,121.40547013187401,200,5,7,,7,104,100.0,C0705P02,46.81,-104.29
C0705P03-1,7,705,P,0705P,C0705P03,C0705P031,6,47.7476142208921,93.2545399509844,133.450215942474,150,6,6,,6,150,100.0,C0705P03,45.3,-99.23
C0705P88-1,7,705,P,0705P,C0705P88,C0705P881,7,19.799499466381302,119.713135814121,187.45908712554402,200,6,7,,7,140,100.0,C0705P88,47.0,-100.64
C0705R02-1,7,705,R,0705R,C0705R02,C0705R021,5,18.541648803692397,47.8369699401468,100.126502847644,200,5,5,86.0,4,200,100.0,C0705R02,46.18,-102.59
C0705R03-1,7,705,R,0705R,C0705R03,C0705R031,7,23.1314936749566,86.38458093713508,180.436697349478,130,7,7,81.0,6,130,100.0,C0705R03,45.5,-102.1
C0705R04-1,7,705,R,0705R,C0705R04,C0705R041,7,40.278646264828,104.602603127033,170.911533425296,103,7,7,,7,103,100.0,C0705R04,46.96,-100.63
C0705R05-1,7,705,R,0705R,C0705R05,C0705R051,5,14.523079487896302,61.0328541086265,121.52627563412399,200,5,5,,5,200,100.0,C0705R05,45.61,-99.77
C0705R06-1,7,705,R,0705R,C0705R06,C0705R061,9,45.883173795682296,92.03729697134659,159.10926806422,200,6,9,175.0,8,110,100.0,C0705R06,45.69,-104.01
C0705R07-1,7,705,R,0705R,C0705R07,C0705R071,8,14.98856279678,45.344739107131005,96.1566741154431,200,4,8,,8,105,100.0,C0705R07,45.21,-102.97
C0705R08-1,7,705,R,0705R,C0705R08,C0705R081,6,19.3248127144128,65.6948932397016,127.221579471221,200,5,6,,6,105,100.0,C0705R08,48.2,-102.12
C0705R09-1,7,705,R,0705R,C0705R09,C0705R091,4,16.0524593815151,53.5889460626867,108.99854477635999,200,4,4,,4,200,100.0,C0705R09,47.66,-104.4
C0705R10-1,7,705,R,0705R,C0705R10,C0705R101,5,14.1403351329499,60.3309377040837,95.06662123154409,100,5,5,,5,100,100.0,C0705R10,47.8,-108.53
C0705R13-1,7,705,R,0705R,C0705R13,C0705R131,5,17.3540845059982,56.078613662568294,123.98226500463801,100,5,5,,5,100,100.0,C0705R13,46.03,-104.83
C0705R14-1,7,705,R,0705R,C0705R14,C0705R141,7,20.4609420635649,54.5267751063412,117.416719549708,130,7,7,86.0,6,130,100.0,C0705R14,45.83,-101.41
C0705R15-1,7,705,R,0705R,C0705R15,C0705R151,5,18.5623032632357,59.864092061783104,90.6790559237272,152,4,5,125.0,4,125,100.0,C0705R15,47.43,-105.69
C0705R16-1,7,705,R,0705R,C0705R16,C0705R161,7,22.3738970857285,62.37934151656079,,200,5,7,91.0,6,70,30.0,C0705R16,45.09,-101.77
C0705R17-1,7,705,R,0705R,C0705R17,C0705R171,5,16.7034679533861,68.7130485632336,144.72784901418,100,5,5,,5,100,100.0,C0705R17,48.48,-108.26
C0705R19-1,7,705,R,0705R,C0705R19,C0705R191,7,18.6307381836797,46.461466979859104,102.616561973553,160,6,7,,7,130,100.0,C0705R19,46.81,-105.16
C0705R21-1,7,705,R,0705R,C0705R21,C0705R211,7,29.276443825198196,74.5573734510015,137.124687177421,130,6,7,,7,102,100.0,C0705R21,45.63,-101.69
C0705R22-1,7,705,R,0705R,C0705R22,C0705R221,6,22.126140438569497,78.1749201714016,126.20226928878598,200,6,6,72.0,5,200,100.0,C0705R22,46.85,-104.22
C0705R23-1,7,705,R,0705R,C0705R23,C0705R231,5,9.6763782137185,21.2716047289133,41.327449437848294,100,5,5,,5,100,100.0,C0705R23,48.41,-108.79
C0705R24-1,7,705,R,0705R,C0705R24,C0705R241,5,23.1163144610504,67.14019546649611,121.33538993812799,100,5,5,,5,100,100.0,C0705R24,48.46,-108.46
C0705R26-1,7,705,R,0705R,C0705R26,C0705R261,7,15.2959213290587,82.72974940594291,140.372140413822,200,5,7,,7,130,100.0,C0705R26,46.28,-99.49
C0705R30-1,7,705,R,0705R,C0705R30,C0705R301,5,29.304811384062,96.259812530578,149.047120402611,200,4,5,,5,110,100.0,C0705R30,47.93,-101.27
C0705R31-1,7,705,R,0705R,C0705R31,C0705R311,6,15.5815786809285,55.6532048532891,116.50051143372299,100,6,6,,6,100,100.0,C0705R31,46.08,-104.25
C0705R33-1,7,705,R,0705R,C0705R33,C0705R331,4,9.28027224454145,38.3171857041346,47.0334292271225,70,4,4,,4,70,100.0,C0705R33,48.85,-110.96
C0705R34-1,7,705,R,0705R,C0705R34,C0705R341,5,28.8740327869332,73.3287030601265,109.36190061236601,70,5,5,70.0,4,70,100.0,C0705R34,47.31,-103.08
C0705R35-1,7,705,R,0705R,C0705R35,C0705R351,5,16.0172058279967,80.07304867582371,141.391065264274,100,5,5,,5,100,100.0,C0705R35,45.43,-108.31
C0705R36-1,7,705,R,0705R,C0705R36,C0705R361,5,14.84854102105,65.5743918748956,123.89924902562099,200,4,5,,5,125,100.0,C0705R36,47.33,-105.28
C0705R37-1,7,705,R,0705R,C0705R37,C0705R371,4,30.479624356233,75.9815841688679,114.412324127138,100,4,4,,4,100,100.0,C0705R37,48.79,-111.13
C0705R38-1,7,705,R,0705R,C0705R38,C0705R381,4,27.725272204888,89.7641160070562,130.355944361535,79,4,4,,4,79,100.0,C0705R38,44.06,-104.12
C0705R39-1,7,705,R,0705R,C0705R39,C0705R391,5,24.4589033470019,92.9023978850952,230.624787200953,200,4,5,,5,150,100.0,C0705R39,46.81,-103.51
C0705R40-1,7,705,R,0705R,C0705R40,C0705R401,5,16.853849447045402,58.5127701605402,82.79351774372729,100,5,5,,5,100,100.0,C0705R40,45.29,-99.71
C0705R41-1,7,705,R,0705R,C0705R41,C0705R411,6,14.7095413528674,50.6756443523245,94.13804641853581,100,6,6,,6,100,100.0,C0705R41,48.37,-105.76
C0705R42-1,7,705,R,0705R,C0705R42,C0705R421,8,27.248183894544,81.893999931304,142.416994293378,200,6,8,170.0,7,105,100.0,C0705R42,45.09,-100.86
C0705R44-1,7,705,R,0705R,C0705R44,C0705R441,7,9.21967751802406,32.7972687971997,67.6915408668912,165,6,7,,7,123,100.0,C0705R44,45.18,-102.54
C0705R45-1,7,705,R,0705R,C0705R45,C0705R451,6,14.080194717916,42.702176028034,72.93422289916109,159,4,6,136.0,5,117,100.0,C0705R45,45.27,-103.43
C0705R47-1,7,705,R,0705R,C0705R47,C0705R471,5,17.1593755751611,41.9503055717147,48.5841508546729,100,4,5,50.0,4,50,100.0,C0705R47,44.84,-101.86
C0705R48-1,7,705,R,0705R,C0705R48,C0705R481,5,25.645966944585,65.89236531796449,116.641966518711,200,4,5,,5,169,100.0,C0705R48,45.85,-104.36
C0705R51-1,7,705,R,0705R,C0705R51,C0705R511,8,52.291246106315405,138.771975365816,209.995494146679,200,8,8,,8,200,100.0,C0705R51,45.86,-99.33
C0705R52-1,7,705,R,0705R,C0705R52,C0705R521,7,19.1183831561768,75.273721955099,131.848219237356,200,6,7,,7,120,100.0,C0705R52,45.59,-98.77
C0705R83-1,7,705,R,0705R,C0705R83,C0705R831,5,33.189336380090396,110.508586201986,168.14407606965,200,5,5,,5,200,100.0,C0705R83,45.88,-98.96
C0705R85-1,7,705,R,0705R,C0705R85,C0705R851,5,26.021473596489,112.926807964329,160.65788718101498,200,5,5,,5,200,100.0,C0705R85,47.68,-100.59
C0705R86-1,7,705,R,0705R,C0705R86,C0705R861,5,9.21247065984451,61.387937526222295,122.709555158736,145,4,5,95.0,4,95,100.0,C0705R86,45.32,-102.31
C0705X01-1,7,705,X,0705X,C0705X01,C0705X011,5,10.295798970558598,52.280651399157,144.625644162772,147,5,5,,5,147,100.0,C0705X01,45.69,-103.77
C0705X03-1,7,705,X,0705X,C0705X03,C0705X031,6,15.051406539700599,59.475093309046294,106.47545700471301,130,5,6,,6,101,100.0,C0705X03,46.22,-100.51
C0705X60-1,7,705,X,0705X,C0705X60,C0705X601,7,23.631831885507804,80.9329931115865,123.699351832151,200,6,7,,7,130,100.0,C0705X60,47.18,-100.34
C0705X69-1,7,705,X,0705X,C0705X69,C0705X691,6,8.58691147749838,40.405390076985896,73.0349882280049,200,5,6,,6,125,100.0,C0705X69,48.24,-101.97
C0706C01-1,7,706,C,0706C,C0706C01,C0706C011,7,67.9691250920246,876.664346167081,1428.3960815794298,200,5,7,,7,120,100.0,C0706C01,48.44,-96.31
C0706C02-1,7,706,C,0706C,C0706C02,C0706C021,6,72.4191475143335,546.378752748112,,200,4,6,,6,47,30.0,C0706C02,47.96,-95.6
C0706W01-1,7,706,W,0706W,C0706W01,C0706W011,8,146.45038963247802,767.266278961965,,150,6,8,,8,97,30.0,C0706W01,48.63,-96.41
